stem,0,1,2,3,4,5,6,7,8,9
2344-2420-11396,133909,997077,622578,46264,0,0,31929,88243,0,0
2345-2421-11408,601162,911215,379175,0,0,0,0,28448,0,0
2345-2421-11920,687465,917308,283278,0,0,0,0,31949,0,0
2346-2422-11409,477305,700045,470072,10574,234665,0,77,27262,0,0
2346-2422-11411,194587,705343,756542,0,244637,0,0,18891,0,0
2347-2423-11422,510985,792583,195067,35610,336835,0,43,48877,0,0
2347-2423-11903,320785,761027,418922,80955,299157,0,62,39092,0,0
2347-2423-12696,200757,705703,665896,40129,250319,0,33493,23703,0,0
2347-2423-12697,238454,802333,541731,48531,260390,0,0,28561,0,0
2347-7692-37515,307035,637006,924819,33878,0,0,0,17262,0,0
2349-2425-11430,133336,1221749,492027,0,0,0,0,72888,0,0
2349-2425-12047,121427,1179567,424850,50618,0,0,88506,55032,0,0
235-239-1346,87512,838986,905085,0,0,0,0,88417,0,0
235-239-1347,500602,907212,289932,0,0,0,20113,82650,0,119491
2350-2426-11434,201417,1020310,500445,0,0,0,65826,132002,0,0
2350-2426-11435,170367,1052867,609673,0,0,0,21023,66070,0,0
2350-2426-11437,362310,1151523,335825,0,0,0,0,70342,0,0
2350-2426-26714,183350,1150197,465941,0,0,0,22975,97537,0,0
2350-2426-28010,209060,881091,669177,67407,0,0,30720,62545,0,0
2351-2427-11438,248954,1080675,497177,0,0,0,0,93194,0,0
2352-2428-11440,354350,1335427,136777,0,0,0,0,93446,0,0
2353-2429-11445,703836,714942,488936,0,0,0,0,12286,0,0
2354-2430-11462,201349,1041086,538321,26972,0,0,58371,53901,0,0
2355-2431-11464,460522,1030548,369004,0,0,0,47700,12226,0,0
2356-2432-11466,71348,980442,817919,0,0,0,0,50291,0,0
2357-2433-11468,194436,1142906,481263,0,0,0,47023,54372,0,0
2357-2433-12766,447975,822990,544678,67082,0,0,0,17359,0,19916
2357-2433-12769,114306,679077,957365,0,0,0,0,63340,0,105912
2357-2433-12770,284302,838913,637526,0,0,0,0,62663,0,96596
2357-2433-14560,146452,738354,787569,72103,0,0,0,16392,0,159130
2358-2434-11470,207986,968833,665877,0,0,0,0,77304,0,0
2358-2434-13018,71969,768457,912828,55762,0,0,43218,67766,0,0
2358-8374-40778,162491,948324,667353,5024,0,0,0,107860,0,28948
2358-8374-41460,209617,1159538,324979,41046,0,0,40457,98463,0,45900
2358-8374-41646,98692,1222548,299689,64605,0,0,47223,150989,0,36254
2359-2435-11472,322383,897965,561163,41310,0,0,54342,42837,0,0
236-240-1352,220553,1082998,395070,21036,137806,0,33574,28963,0,0
236-240-1980,138207,961826,487283,85926,194537,0,16112,36109,0,0
236-240-1998,92240,813564,739108,66545,190874,0,17669,0,0,0
236-240-87936,155700,708329,719220,60041,197975,0,78735,0,0,0
2360-2436-11474,41804,1041192,743506,0,0,0,0,41618,0,51880
2361-2437-11476,275194,974663,520452,0,0,0,44409,105282,0,0
2362-2438-12593,393962,784088,631720,25365,0,0,0,27963,0,56902
2362-2438-13919,257307,804908,765404,54348,0,0,0,19358,0,18675
2363-2439-11484,217402,1161300,501928,0,0,0,0,39370,0,0
2364-2440-11486,44684,835285,925714,0,0,0,94451,19866,0,0
2364-2440-13314,45865,883137,899548,51149,0,0,0,40301,0,0
2365-2441-11488,436759,986496,414434,2961,0,0,0,52491,0,26859
2366-2442-11492,153667,944701,739539,0,0,0,54355,27738,0,0
2367-2443-11495,1062714,220330,627971,0,0,0,0,8985,0,0
2367-2443-11496,1158639,178446,576900,0,0,0,0,6015,0,0
2368-2444-11497,149052,1236557,389219,0,0,0,0,99696,0,45476
2368-2444-15080,571066,802212,472428,0,0,0,0,74294,0,0
2369-2445-11506,169033,1241708,320271,21432,109879,0,0,57677,0,0
2369-2445-11507,292419,1039730,405710,27702,51599,0,0,102840,0,0
2369-2445-14012,185576,1001649,403148,134624,54667,0,140336,0,0,0
2369-2445-14016,208865,1100714,384625,36897,130491,0,0,58408,0,0
2369-2445-14018,399927,785277,430586,36116,156939,0,36482,74673,0,0
2369-2445-15320,486999,911472,244316,101899,110433,0,64881,0,0,0
2369-2445-15321,429092,871909,324558,81094,148589,0,64758,0,0,0
2369-2445-15323,248021,887865,449212,100320,138852,0,73160,22570,0,0
2369-2445-15324,193200,976431,334905,143910,123712,0,147842,0,0,0
237-241-1356,488673,771987,616590,0,0,0,0,42750,0,0
2370-2446-11509,180495,1048315,508004,0,0,0,0,183186,0,0
2371-2447-11519,216716,836800,800977,0,0,0,0,65507,0,0
2371-2447-11521,574188,750766,541070,0,0,0,12731,41245,0,0
2372-2448-11523,51191,581522,1068616,0,184671,0,0,34000,0,0
2373-2449-11525,151941,945254,703551,0,0,0,85286,33968,0,0
2374-2450-11531,466578,1097877,319750,0,0,0,0,35795,0,0
2375-2451-11536,96697,910800,791532,0,0,0,0,120971,0,0
2376-2452-11537,22452,751030,1085089,0,0,0,0,61429,0,0
2377-2453-11538,155390,1050955,554842,59648,0,0,99165,0,0,0
2378-2454-11539,126387,1241915,374228,0,0,0,0,84497,0,92973
2378-2454-12952,231712,1232926,227158,69359,0,0,0,62222,0,96623
2379-2455-11542,149661,1082766,420937,48886,0,0,122638,0,0,95112
238-242-1359,262415,1300932,299871,0,0,0,0,56782,0,0
2380-2456-11552,19501,949591,885595,0,0,0,46430,18883,0,0
2380-2456-11553,183190,455941,816924,37284,426661,0,0,0,0,0
2380-2456-11558,153994,1040838,691254,0,0,0,0,33914,0,0
2381-2457-11556,418646,826907,645058,0,0,0,0,29389,0,0
2381-2457-11559,256339,580138,1065879,0,0,0,0,17644,0,0
2381-2457-19722,107113,1016899,624350,67357,0,0,76606,27675,0,0
2381-2457-19724,471424,526014,806556,44588,0,0,71418,0,0,0
2382-2458-11564,391254,844243,408392,0,215365,0,0,20173,0,40573
2382-2458-11565,255120,924919,606551,0,108178,0,0,25232,0,0
2383-2459-11566,101216,657816,803596,0,288148,0,0,69224,0,0
2384-2460-11576,515345,877061,461334,35518,0,0,0,30742,0,0
2385-2461-11588,679172,529713,646089,0,0,0,46233,18793,0,0
2385-2461-11590,126760,765979,892614,0,0,0,101143,33504,0,0
2386-2462-11582,748467,462859,524893,0,174201,0,0,9580,0,0
2386-2462-12083,666966,398205,448905,40386,269498,0,72983,0,0,23057
2387-2463-11584,225664,1008191,642474,0,0,0,0,43671,0,0
2387-2463-13476,190283,1013017,640733,75967,0,0,0,0,0,0
2387-2463-17959,616046,284089,1015861,0,0,0,0,4004,0,0
2387-2463-17961,589599,322418,1005318,0,0,0,0,2665,0,0
2388-2464-11592,304766,1179971,399072,0,0,0,0,36191,0,0
2389-2465-30995,289994,988750,387612,27879,86264,0,109390,30111,0,0
2389-2465-30996,93086,911859,622666,27378,171684,0,65439,27888,0,0
2389-2465-30997,134744,1179218,502995,33799,0,0,30114,39130,0,0
2389-2465-30998,570625,652842,429521,66055,72521,0,107500,20936,0,0
2389-2465-30999,236818,600658,496926,78948,506650,0,0,0,0,0
2389-2465-31587,55369,643780,734536,87089,282311,0,116915,0,0,0
2389-2465-31588,290843,1020647,451660,102648,0,0,34791,19411,0,0
2389-2465-38922,210613,714135,595000,72438,220417,0,35421,12418,0,59558
2389-2465-39275,139834,675613,713017,103070,251366,0,37100,0,0,0
2389-2465-39276,165439,698114,724824,93479,190296,0,47848,0,0,0
239-243-1362,103852,888194,720414,0,139476,0,0,68064,0,0
2390-2466-11601,268032,1046099,493622,0,0,0,39355,72892,0,0
2390-2466-14229,93228,768787,820143,51776,0,0,142666,35838,0,7562
2391-2467-11610,362649,913123,602363,0,0,0,0,28250,0,13615
2392-2468-11710,89665,1179465,535214,0,0,0,0,51793,0,63863
2393-2469-11614,60435,1085900,680018,0,0,0,0,93647,0,0
2393-2469-12717,28469,906292,840774,97241,0,0,0,47224,0,0
2393-2469-12718,893419,778226,86636,0,0,0,102979,58740,0,0
2393-2469-12719,8073,321009,1526191,42119,0,0,0,22608,0,0
2393-2469-12720,148670,1121675,462144,59607,0,0,87067,40837,0,0
2393-2469-12722,199568,1220856,360700,76607,0,0,0,62269,0,0
2394-2470-11615,49158,879804,871973,19671,0,0,0,35826,0,63568
2395-2471-11617,185725,811171,626500,0,228810,0,0,67794,0,0
2396-2472-11623,303306,19616,1597078,0,0,0,0,0,0,0
2396-2472-11624,584442,720487,596118,0,0,0,0,9511,0,9442
2396-2472-11626,728574,41646,1149780,0,0,0,0,0,0,0
2396-2472-11628,276347,514560,1120731,0,0,0,0,8362,0,0
2396-2472-11643,771019,31321,1117660,0,0,0,0,0,0,0
2397-2473-11632,134375,403123,1361746,0,0,0,0,20756,0,0
2398-2474-11633,131649,1084798,637984,0,0,0,37567,28002,0,0
2398-2474-11637,530961,921166,428375,0,0,0,27520,11978,0,0
2399-2475-11638,422145,856478,590323,0,0,0,0,41523,0,9531
2399-2475-11639,724721,704832,467803,0,0,0,0,22644,0,0
2399-2475-11640,536234,801953,555595,0,0,0,0,26218,0,0
24-24-118,453234,1146701,238146,0,0,0,0,81919,0,0
24-24-124,312222,1057690,484698,0,0,0,0,65390,0,0
24-24-125,255079,1008170,569166,0,0,0,0,87585,0,0
24-378-2012,307219,1093732,416206,43398,0,0,21515,37930,0,0
240-244-1363,278212,731876,759899,105048,0,0,24330,20635,0,0
2400-2476-11642,251489,1071492,559501,0,0,0,0,37518,0,0
2401-2477-11645,29227,897645,747259,0,0,0,188628,0,0,57241
2401-2477-11648,208760,1071732,412162,0,0,0,173964,10802,0,42580
2402-2478-11649,236674,1150997,405253,94796,0,0,0,32280,0,0
2402-2478-11650,278863,1066955,449257,84599,0,0,0,40326,0,0
2402-2478-12478,26590,697142,1105212,35751,0,0,0,55305,0,0
2403-2479-11653,263925,1146926,395335,0,0,0,58394,55420,0,0
2403-2479-11654,323183,1330582,246473,0,0,0,0,19762,0,0
2404-2480-11659,632702,1038616,229913,0,0,0,0,18769,0,0
2404-2480-11661,635785,833674,450541,0,0,0,0,0,0,0
2405-2483-11667,1240127,518860,124080,0,0,0,0,36933,0,0
2405-2483-11668,1336150,433939,123407,0,0,0,0,26504,0,0
2406-2484-11671,1090142,189819,274143,41033,324266,0,597,0,0,0
2407-2485-11672,880217,722860,152571,0,0,0,74503,89849,0,0
2407-2485-11674,291452,699995,778196,0,0,0,83836,66521,0,0
2407-2485-11675,391593,670642,717111,0,0,0,83106,57548,0,0
2407-2485-14235,121852,639345,1033636,50386,0,0,19820,22587,0,32374
2407-2485-14244,189663,587290,1001179,34720,0,0,17965,66826,0,22357
2407-2485-14246,183969,596049,997803,31453,0,0,22811,64303,0,23612
2408-2486-11677,343886,1123396,404493,0,0,0,0,48225,0,0
2408-2486-14031,677235,595931,557317,77087,0,0,0,12430,0,0
2408-2486-14037,255164,905351,706305,35324,0,0,0,17856,0,0
2408-2486-14039,500103,513429,835288,71180,0,0,0,0,0,0
2409-2487-11678,255205,155203,1470341,0,0,0,0,8184,0,31067
2409-2487-11679,870333,538499,471972,22169,0,0,0,17027,0,0
2409-2487-11681,663312,463599,711674,0,0,0,0,43049,0,38366
2409-2487-12844,331004,287275,1216332,41855,0,0,0,0,0,43534
241-245-1365,480223,699682,629595,0,0,0,46186,52809,0,11505
2410-2488-11684,744901,790896,341265,0,0,0,0,42938,0,0
2410-2488-11685,600478,899450,378281,0,0,0,0,41791,0,0
2410-2488-13270,234917,907672,708118,33805,0,0,0,35488,0,0
2410-2488-13274,324612,775635,766941,26339,0,0,0,26473,0,0
2411-2490-11696,153985,1485123,179561,0,0,0,0,101331,0,0
2412-2491-11700,382443,717698,456151,9735,241185,0,93268,19520,0,0
2412-2491-11701,200031,925487,749419,0,0,0,0,45063,0,0
2412-2491-11702,378622,660409,797986,0,0,0,46199,36784,0,0
2412-2491-11703,346409,807128,641815,0,0,0,91665,32983,0,0
2412-2491-11704,576062,485272,482040,7309,253021,0,97398,18898,0,0
2412-2491-11706,350595,778538,642592,0,0,0,114413,33862,0,0
2413-2492-11713,469089,503223,933422,0,0,0,0,14266,0,0
2413-2492-11714,347188,729159,833680,0,0,0,0,9973,0,0
2414-2493-11716,982276,508848,399879,15441,0,0,0,13556,0,0
2414-2493-11717,1149288,509896,233153,8207,0,0,0,19456,0,0
2414-2493-11719,751124,361220,787002,9294,0,0,0,11360,0,0
2415-2494-11723,197140,1296923,383725,0,0,0,0,42212,0,0
2415-2494-11724,372545,1280559,229195,0,0,0,0,37701,0,0
2415-2494-11725,558906,1225515,123561,0,0,0,0,12018,0,0
2416-2495-11732,88952,1005780,788697,0,0,0,0,36571,0,0
2416-2495-11733,726284,921054,261779,0,0,0,0,10883,0,0
2417-2496-11734,132264,1129236,603080,0,0,0,0,55420,0,0
2417-2496-11736,93029,1017700,775330,0,0,0,0,33941,0,0
2418-2497-11738,464113,664228,780942,0,0,0,0,10717,0,0
2419-2498-11745,98517,516934,1143135,68658,0,0,69201,23555,0,0
2419-2498-11746,183531,1045500,517566,41774,0,0,105783,25846,0,0
2419-2498-11747,171020,746420,778981,82252,0,0,111107,30220,0,0
242-246-1371,182382,970700,429839,35067,176205,0,0,74308,0,51499
242-246-1372,196263,941060,489429,0,38946,0,0,59760,0,194542
2420-2499-11749,345651,1142295,422037,0,0,0,0,10017,0,0
2420-2499-15652,276920,1193906,335685,91097,0,0,0,22392,0,0
2420-2499-16613,126812,981897,638908,153073,0,0,0,19310,0,0
2420-2499-16619,226651,998805,586442,74634,0,0,0,33468,0,0
2421-2500-11751,285555,822627,587249,14709,188511,0,18,21331,0,0
2421-2500-11762,983483,503987,227723,55945,148862,0,0,0,0,0
2421-2500-11764,224086,750881,674082,86643,136903,0,1,47404,0,0
2421-2500-12229,63628,528145,1025512,44211,175145,0,54943,28416,0,0
2421-2500-12231,50205,544932,998539,65107,168449,0,58772,33996,0,0
2422-2501-11756,244924,1376048,265847,0,0,0,0,33181,0,0
2422-2501-19806,130344,1108975,616097,0,0,0,0,64584,0,0
2422-2501-19807,470934,1058205,306546,0,0,0,21592,35424,0,27299
2422-2501-20224,120966,1383323,316661,49758,0,0,0,49292,0,0
2422-2501-20248,451352,956466,414677,56868,0,0,0,29294,0,11343
2423-2502-11757,719715,985517,177655,0,0,0,0,37113,0,0
2423-2502-11759,527315,1239923,137565,0,0,0,0,15197,0,0
2423-2502-11761,69774,1138527,697449,0,0,0,0,14250,0,0
2424-2503-11766,227743,1009166,492939,0,0,0,118581,71571,0,0
2424-2503-12249,454335,1099416,229573,78378,0,0,0,58298,0,0
2424-2503-12250,190587,1114935,459932,85988,0,0,0,68558,0,0
2424-2503-12251,571672,1047120,171026,92741,0,0,0,37441,0,0
2424-2503-12252,225303,1208018,367218,104420,0,0,0,15041,0,0
2424-2503-13330,280351,989490,486395,61015,0,0,57661,45088,0,0
2425-2504-11769,593577,1007504,219825,0,0,0,0,99094,0,0
2425-2504-11771,104463,955751,790634,0,0,0,0,69152,0,0
2426-2505-11772,367601,914092,617433,0,0,0,0,20874,0,0
2426-2505-11774,481104,812821,556467,0,0,0,0,69608,0,0
2426-2505-13357,396324,925581,509853,58706,0,0,0,29536,0,0
2426-2505-13363,35932,618425,1156514,30037,0,0,0,63552,0,15540
2427-2506-11775,203742,938504,668708,0,0,0,73795,35251,0,0
2428-2507-11779,532594,372964,910916,30063,0,0,54507,18956,0,0
2428-2507-14205,660035,702524,398215,74394,0,0,0,26797,0,58035
2428-2507-14210,915136,381132,471365,49147,0,0,74870,17492,0,10858
2429-2508-11780,698403,629473,567269,0,0,0,0,24855,0,0
2429-2508-11781,701516,572320,619280,0,0,0,0,26884,0,0
2429-2508-11783,777058,565212,552528,0,0,0,0,25202,0,0
2429-2508-11784,524401,457753,854605,0,0,0,0,0,0,83241
243-247-1377,774822,396955,466291,16945,240067,0,4303,20617,0,0
2430-2509-11785,47448,1031733,773806,0,0,0,0,67013,0,0
2431-2510-11786,137752,1189870,493449,0,0,0,0,98929,0,0
2431-2510-11787,164802,765050,878865,0,0,0,0,111283,0,0
2431-2510-46196,197008,729341,632366,65935,263146,0,369,31835,0,0
2432-2511-11789,565391,985549,312136,0,0,0,0,56924,0,0
2433-2512-11794,655011,1018194,139336,0,0,0,0,107459,0,0
2433-2512-11797,379640,1128354,350991,0,0,0,0,61015,0,0
2434-2513-11807,165018,1021642,676019,0,0,0,0,57321,0,0
2434-2513-11808,600084,893259,357370,0,0,0,0,69287,0,0
2435-2514-11810,647928,909979,314018,0,0,0,48075,0,0,0
2435-2514-13781,332553,911890,521856,50913,0,0,78579,24209,0,0
2435-2514-13783,707715,668456,454825,71495,0,0,0,17509,0,0
2435-2514-13784,370162,960988,429843,76281,0,0,72838,9888,0,0
2436-2515-11812,370866,1155660,380853,0,0,0,0,12621,0,0
2437-2516-11813,567141,920116,432743,0,0,0,0,0,0,0
2437-2516-11815,653350,891202,360036,0,0,0,0,15412,0,0
2438-2517-11817,235695,1106676,249086,31168,246195,0,0,51180,0,0
2438-2517-11819,292023,956772,243093,25839,370472,0,0,31801,0,0
2439-2518-11824,132393,1071351,623514,0,0,0,0,92742,0,0
2439-2518-11825,53939,947078,829862,0,0,0,0,89121,0,0
2439-2518-11826,574991,1037601,234116,0,0,0,0,73292,0,0
244-248-1379,784750,471616,564016,0,0,0,75831,23787,0,0
2440-2519-11828,501708,712047,582299,43836,0,0,70949,9161,0,0
2440-2519-11837,194824,1006405,576380,17966,0,0,48164,76261,0,0
2441-2520-11829,516355,963164,248460,5012,0,0,171064,15945,0,0
2441-2520-11835,238698,1064104,486885,0,0,0,111184,19129,0,0
2442-2521-11830,204895,653696,1004013,0,0,0,0,57396,0,0
2442-2521-11831,312717,1001762,543864,0,0,0,0,61657,0,0
2442-2521-12934,134216,1024814,643114,74462,0,0,0,43394,0,0
2442-2521-12944,92147,789175,878095,54703,0,0,36606,69274,0,0
2443-2522-11832,475256,665430,680214,43868,0,0,16723,38509,0,0
2443-2522-11833,856549,575688,376949,23165,0,0,31923,55726,0,0
2444-2523-11838,260309,834039,773122,0,0,0,0,27520,0,25010
2445-2524-11844,338795,1101182,396445,0,0,0,0,36933,0,46645
2446-2525-11847,44505,955106,857425,0,0,0,0,62964,0,0
2446-2525-12309,341344,999885,468030,81712,0,0,0,29029,0,0
2446-2525-12313,500736,840829,409204,56214,0,0,0,53494,0,59523
2447-2526-11850,80291,879677,872449,0,0,0,0,87583,0,0
2447-2526-11851,354433,982816,492294,0,0,0,0,90457,0,0
2448-2527-11853,321350,1062991,457120,0,0,0,24503,54036,0,0
2448-2527-12746,513822,478080,840541,87557,0,0,0,0,0,0
2448-2527-12747,593032,656479,570831,40023,0,0,37174,22461,0,0
2448-2527-12749,515778,636016,604564,44838,0,0,79267,39537,0,0
2449-2528-11857,55258,857751,890576,0,0,0,0,116415,0,0
2449-2528-13966,58423,908938,735091,136045,0,0,0,81503,0,0
2449-2528-13968,571891,798491,407659,115980,0,0,0,25979,0,0
2449-2528-13969,329800,1083518,385385,64576,0,0,0,56721,0,0
2449-2528-35588,87684,1118209,632003,0,0,0,0,82104,0,0
2449-2528-35589,325318,998329,493465,0,0,0,0,102888,0,0
2449-2528-35590,804830,648083,358993,83147,0,0,0,24947,0,0
2449-2528-35591,32647,1193857,480801,130696,0,0,0,81999,0,0
2449-2528-37989,30570,1029588,679990,109686,0,0,0,70166,0,0
2449-2528-37994,55460,1026003,687518,86653,0,0,13895,50471,0,0
2449-2528-37995,565918,1072945,184599,58544,0,0,0,37994,0,0
245-249-1383,259034,1005671,571645,0,0,0,0,83650,0,0
2450-2529-11873,459051,980348,415497,0,0,0,0,65104,0,0
2451-2530-11875,316914,736233,768765,29233,0,0,0,68855,0,0
2452-2531-11878,459019,885078,534704,0,30386,0,0,10813,0,0
2452-2531-11884,400806,836738,400402,88659,193365,0,30,0,0,0
2452-2531-12674,495081,990068,256034,53905,124912,0,0,0,0,0
2452-2531-12676,669146,890976,129870,53078,176930,0,0,0,0,0
2452-2531-24240,578832,763394,275698,0,254754,0,0,47322,0,0
2452-2531-26510,145813,988132,753337,0,0,0,0,32718,0,0
2452-2531-26512,162846,895153,830788,0,0,0,0,31213,0,0
2453-15489-79611,80605,892310,683116,31686,130828,0,0,101455,0,0
2453-15489-80382,170463,669778,643821,166310,200765,0,68863,0,0,0
2453-15489-80385,258087,875045,478564,65457,219907,0,0,22940,0,0
2453-2532-11880,558456,616676,543941,30374,0,0,146122,24431,0,0
2453-2532-13196,576840,548180,613960,115374,0,0,65646,0,0,0
2453-2532-15924,657458,716768,464600,0,0,0,40449,40725,0,0
2453-2532-15926,91119,971297,749076,0,0,0,49739,58769,0,0
2453-2532-18441,840176,671967,341471,45552,0,0,0,20834,0,0
2453-2532-18442,208105,939192,672292,93742,0,0,6669,0,0,0
2453-2532-26068,235001,549933,1099337,0,0,0,0,35729,0,0
2453-2532-27985,499797,563331,778643,50008,0,0,0,28221,0,0
2453-2532-27997,618959,490358,760266,30845,0,0,0,19572,0,0
2453-2532-31127,129103,1102795,625286,0,0,0,0,62816,0,0
2453-2532-31128,163904,1162429,413187,58118,0,0,81807,40555,0,0
2453-2532-31130,287593,697373,629802,56481,165994,0,66605,16152,0,0
2453-2532-32247,939224,430937,51535,57711,440593,0,0,0,0,0
2453-2532-32248,137995,867346,700288,95896,0,0,101527,16948,0,0
2453-2532-32257,335734,872219,451367,61508,0,0,182405,16767,0,0
2453-2532-32258,232396,957088,583667,60376,0,0,66342,20131,0,0
2454-2533-11882,246720,970082,635459,0,0,0,0,67739,0,0
2455-2534-11891,222035,423622,937733,0,316904,0,131,19575,0,0
2455-2534-11892,657425,460706,439774,0,338629,0,115,23351,0,0
2456-2535-11897,815157,766658,227007,0,0,0,94852,16326,0,0
2456-2535-11898,79420,913052,897301,0,0,0,0,30227,0,0
2457-2536-11899,33224,1146185,638631,0,0,0,0,101960,0,0
2458-2537-11908,428489,1005310,428861,0,0,0,0,57340,0,0
2459-2538-11912,33082,946980,893475,0,0,0,0,46463,0,0
246-250-1385,83282,622015,1126965,16338,0,0,0,71400,0,0
246-250-1975,194150,669595,928432,52958,0,0,14755,60110,0,0
2460-2539-11913,465771,836054,531780,37969,0,0,0,48426,0,0
2461-2540-11922,466709,875779,509780,0,0,0,0,42233,0,25499
2462-2541-11926,278307,504104,1005970,0,90174,0,0,41445,0,0
2462-2541-11927,342096,546405,869672,0,115259,0,0,46568,0,0
2463-2542-11933,229329,1052704,536214,0,0,0,0,101753,0,0
2464-2543-11944,328222,1035440,387867,59514,0,0,0,69093,0,39864
2465-2544-11947,72001,847603,839499,82176,0,0,60299,18422,0,0
2465-2544-11953,621070,873223,338081,14601,0,0,62913,10112,0,0
2465-2544-11954,686822,752028,348414,33878,0,0,61627,37231,0,0
2466-2545-11980,272694,831041,790864,0,0,0,0,25401,0,0
2466-2545-11982,284043,971942,612923,0,0,0,0,51092,0,0
2467-2546-11974,223747,1025917,562199,50032,0,0,0,58105,0,0
2468-2547-11984,58003,942517,804411,0,0,0,43043,72026,0,0
2469-2548-11986,376600,1087958,382280,0,0,0,0,73162,0,0
2469-2548-12917,133753,1141049,500334,114050,0,0,0,30814,0,0
2469-2548-12925,174880,912137,622062,82980,0,0,108628,19313,0,0
2470-2549-11987,41014,724626,1062726,0,0,0,24837,66797,0,0
2470-2549-15146,235230,1037485,546723,100562,0,0,0,0,0,0
2470-2549-15147,32024,791486,989051,69560,0,0,21259,16620,0,0
2471-2550-11989,134950,867371,812405,0,24490,0,0,80784,0,0
2472-2551-11991,253542,596465,743615,50872,259612,0,0,15894,0,0
2473-2552-11995,361733,1029297,494177,0,0,0,0,34793,0,0
2473-2552-11996,175101,974351,725874,0,0,0,0,44674,0,0
2474-2553-11998,69185,741539,948879,0,63158,0,33227,64012,0,0
2475-2554-12000,507909,1412091,0,0,0,0,0,0,0,0
2476-2555-12002,140951,1008787,739787,0,0,0,0,30475,0,0
2476-2555-12988,154815,1112703,589496,62986,0,0,0,0,0,0
2476-2555-12989,182581,1005465,640880,70039,0,0,0,21035,0,0
2476-2555-12997,185981,1022861,640326,32028,0,0,25976,12828,0,0
2477-2556-12006,109116,1025582,683843,44364,0,0,0,57095,0,0
2478-2557-12008,343100,770692,724965,0,0,0,0,47967,0,33276
2478-2557-12012,835695,546076,502989,0,0,0,0,35240,0,0
2479-2558-12015,201335,976402,698962,0,0,0,0,43301,0,0
248-252-1390,104224,755451,960782,0,0,0,0,99543,0,0
248-252-1391,377703,947621,506685,0,0,0,0,59484,0,28507
248-252-1392,837530,753896,300613,0,0,0,0,27961,0,0
248-252-1393,652138,914253,297603,0,0,0,0,56006,0,0
248-252-1395,432686,764870,673573,0,0,0,0,48871,0,0
248-848-3962,167675,976024,729185,0,0,0,0,47116,0,0
248-848-3963,102882,974990,766040,0,0,0,0,76088,0,0
248-848-3964,626914,991774,284182,0,0,0,0,17130,0,0
2480-2559-12016,284757,1000220,582091,0,0,0,0,52932,0,0
2481-2560-12029,405555,924321,548475,0,0,0,0,41649,0,0
2481-2560-13545,435172,926881,389177,145701,0,0,0,23069,0,0
2481-2560-13550,124374,1101474,568093,93389,0,0,0,32670,0,0
2481-2560-13551,498662,603425,689200,114052,0,0,0,14661,0,0
2481-2560-13553,103562,904804,786544,91113,0,0,0,33977,0,0
2482-2561-12038,161071,772787,880571,0,0,0,46384,59187,0,0
2482-2561-14201,109434,717666,981884,40509,0,0,25139,45368,0,0
2482-2561-14209,240607,830934,719032,26178,0,0,80118,23131,0,0
2483-2562-12042,285266,1026457,544119,0,0,0,0,64158,0,0
2484-2563-12048,1171725,28065,720210,0,0,0,0,0,0,0
2484-2563-12049,886490,22158,1011352,0,0,0,0,0,0,0
2485-2564-12054,227761,296225,695206,0,700805,0,3,0,0,0
2487-2566-12058,301635,806123,599501,61407,0,0,137787,0,0,13547
2487-2566-12059,475292,737513,510358,135508,0,0,0,9118,0,52211
2488-2567-12068,667609,869240,238411,0,0,0,108883,35857,0,0
2488-2567-12069,271249,897441,693866,0,0,0,0,57444,0,0
2488-2567-12780,123627,1177344,511092,76060,0,0,20348,11529,0,0
2488-2567-12782,303489,949518,576738,49203,0,0,0,41052,0,0
2488-2567-12798,49542,830841,896145,100193,0,0,25584,17695,0,0
2488-2567-13668,161205,975329,671336,35788,0,0,0,76342,0,0
2489-2568-12074,496596,424116,911270,0,0,0,74514,13504,0,0
249-253-1396,317543,941456,612602,0,0,0,0,48399,0,0
249-253-1398,606665,895182,340241,0,0,0,0,77912,0,0
2490-2569-12075,39009,612514,1206205,0,0,0,0,62272,0,0
2490-2569-12078,80471,589909,1204259,0,0,0,0,45361,0,0
2491-2570-12079,207824,880188,766064,0,0,0,0,65924,0,0
2492-2571-12085,453806,1149486,291567,0,0,0,0,25141,0,0
2493-2572-12095,438988,849192,509346,0,0,0,63651,58823,0,0
2494-2573-12100,74724,873865,848252,0,0,0,0,123159,0,0
2495-2574-12106,239198,1097414,549209,0,0,0,0,34179,0,0
2495-2574-12155,565357,572381,715637,0,0,0,0,66625,0,0
2495-2574-12158,745110,458797,698232,0,0,0,0,17861,0,0
2496-2575-12108,227075,1170235,496854,0,0,0,0,25836,0,0
2496-2575-12957,275698,1295367,240312,85039,0,0,0,23584,0,0
2496-2575-34431,138532,1006558,698351,0,0,0,33544,43015,0,0
2496-2575-36323,51717,799308,879306,76562,0,0,83147,29960,0,0
2496-2575-36329,397475,843221,494593,65930,0,0,96815,21966,0,0
2496-2575-51071,354465,785854,601023,38057,0,0,104783,35818,0,0
2496-2575-65538,157845,1191304,282481,0,0,0,215094,73276,0,0
2496-2575-66862,149418,1037340,568045,55938,0,0,51743,57516,0,0
2496-2575-66871,185577,1024433,597098,34145,0,0,12448,66299,0,0
2497-2576-12109,244985,781234,838019,0,0,0,0,55762,0,0
2497-2576-12113,263573,1198137,390160,0,0,0,0,68130,0,0
